id,latitude,longitude,location,pincode
597,29.509067,110.300741,Furongqiao,100597
598,39.494488,19.8722638,Ágios Matthaíos,100598
599,9.4362547,123.1893864,Silab,100599
600,-8.8071005,116.8174054,Labuhanlalar,100600
601,42.7015624,25.8960346,Tvŭrditsa,100601
602,60.3496505,23.2799707,Muurla,100602
603,16.4267638,103.1048449,Chiang Yuen,100603
604,25.710538,116.754472,Liancheng,100604
605,7.4686205,125.7662248,Pagsabangan,100605
606,35.0820413,-106.6478031,Albuquerque,100606
607,38.0426062,23.7536323,Néa Ionía,100607
608,14.7525179,-61.1759005,Schœlcher,100608
609,49.4744879,15.8691305,Bohdalov,100609
610,24.063883,99.200253,Gantang,100610
611,47.66389,36.25633,Hulyaypole,100611
612,24.44218,114.938684,Heping,100612
613,40.3219266,-7.612767,Torre,100613
614,50.7734719,18.9680842,Blachownia,100614
615,-6.995577,112.9862557,Batambak,100615
616,40.076762,113.300129,Datong,100616
617,27.615202,113.870729,Anyuan,100617
618,-7.3708505,112.4440473,Bangeran,100618
619,30.2371203,68.5211384,Duki,100619
620,-24.6399084,-53.1426814,Iguatu,100620
621,32.06672,95.65691,Gaxung,100621
622,31.77,-106.43,El Paso,100622
623,28.6517036,117.9041296,Shiren,100623
624,35.8559647,-86.3944828,Murfreesboro,100624
625,-17.3256545,49.36706,Fenoarivo Be,100625
626,-8.2357,124.9124,Lakateng,100626
627,35.218292,106.653158,Huating,100627
628,50.6735414,21.0463888,Raków,100628
629,31.5769405,72.4156898,Lāliān,100629
630,34.675197,103.498609,Baitu,100630
631,30.8716344,104.0134362,Lianhe,100631
632,43.2270189,17.536297,Radišići,100632
633,14.3248092,120.9774982,Lalauigan,100633
634,49.5671764,17.4114814,Doloplazy,100634
635,-22.7862985,-43.3053106,Duque de Caxias,100635
636,53.0748279,132.9367253,Ekimchan,100636
637,40.64278,19.65083,Patos Fshat,100637
638,-23.8182859,-46.0851681,Bertioga,100638
639,-6.9114323,107.5771444,Andir,100639
640,-6.4698758,107.4780383,Cibungur,100640
641,-7.36795,108.21101,Babakankadu,100641
642,46.4566661,33.8723511,Askaniya Nova,100642
643,13.5260215,123.2925505,Pawili,100643
644,49.2609439,13.3834052,Klatovy,100644
645,-0.2488358,35.7323709,Molo,100645
646,-3.0423379,120.1733631,Mawa,100646
647,51.1488512,19.327898,Lgota Wielka,100647
648,42.5187534,27.4772798,Burgas,100648
649,46.34515,-72.5477,Trois-Rivières,100649
650,53.7835379,91.3543318,Chernogorsk,100650
651,-8.0896,112.2944,Gogosuket,100651
652,29.7286909,115.9990815,Taling,100652
653,-9.9478,124.5363,Haunubenak,100653
654,38.42,-82.47,Huntington,100654
655,34.55132,65.79302,Dowlatyār,100655
656,9.93689,-83.00685,Limón,100656
657,54.5997042,18.4823439,Kosakowo,100657
658,19.6632775,-99.2058279,San Isidro,100658
659,48.6463593,1.8015218,Rambouillet,100659
660,42.8414484,21.5766407,Medveđa,100660
661,38.0790354,23.5215964,Magoúla,100661
662,13.78694,45.2304,As Suwaydā,100662
663,33.9972134,72.1486548,Akora,100663
664,59.9477092,10.8219787,Oslo,100664
665,1.932389,-76.214046,Isnos,100665
666,29.7444645,105.7948814,Dazu,100666
667,46.0036703,14.5753497,Lavrica,100667
668,22.8080569,-81.1940404,Jovellanos,100668
669,34.3400547,108.946087,Zhangjiabao,100669
670,-23.572516,-46.668437,São Paulo,100670
671,14.4409724,120.9950071,Socorro,100671
672,23.020673,113.751799,Dongjian,100672
673,-8.1468836,-78.1721189,Santiago de Chuco,100673
674,13.8018124,8.98527,Zinder,100674
675,8.2596,-11.1914,Jojoima,100675
676,28.924088,93.825006,Moluo,100676
677,9.017718,-70.297951,Masparrito,100677
678,52.2248754,36.1135722,Stanovoye,100678
679,38.7760203,-9.1024092,Moscavide,100679
680,49.3788944,14.7029806,Sezimovo Ústí,100680
681,7.0727574,100.4059456,Bang Klam,100681
682,52.1316395,23.0297501,Leśna Podlaska,100682
683,24.9936281,121.3009798,Taoyuan,100683
684,56.3690033,38.5829669,Strunino,100684
685,-12.3625094,-76.2272716,Quinocay,100685
686,9.5287247,-68.6290501,Las Vegas,100686
687,-25.8664184,28.1678543,Centurion,100687
688,36.6425079,127.4954241,Su-dong,100688
689,31.919897,120.085146,Ligang,100689
690,54.0471273,19.2012887,Stare Pole,100690
691,47.854132,-0.607106,Mayenne,100691
692,-8.5135139,-35.3747515,Ribeirão,100692
693,-2.9765098,33.5140043,Malya,100693
694,49.1013182,16.7048398,Telnice,100694
695,-15.5804435,-59.3800105,Pontes e Lacerda,100695
696,22.2265173,-97.8435949,Tamaulipas,100696
697,18.7634836,-70.3352881,Juan Adrián,100697
698,37.355469,120.434071,Zhouyuan,100698
699,39.7317899,-8.9338952,Amieirinha,100699
700,49.8964958,22.2871234,Jawornik Polski,100700
701,-13.05526,-74.139107,Quinua,100701
702,41.1734791,24.2141442,Kallífytos,100702
703,29.164409,116.78956,Gaojialing,100703
704,35.9202328,39.1595698,An Nāşirah,100704
705,41.343685,-7.3436907,Sobreira,100705
706,55.615632,37.4668955,Mosrentgen,100706
707,-7.633333,108.133333,Ciawitali,100707
708,-6.86277,109.6222698,Wonokerto,100708
709,34.9731207,137.0345088,Chiryū,100709
710,31.2028365,121.4379074,Jishi,100710
711,36.2145292,28.116926,Archángelos,100711
712,25.3946143,97.3840729,Myitkyina,100712
713,41.9502131,-8.5304169,Porta,100713
714,40.9612198,129.3209986,Kilju,100714
715,-21.2001343,24.8656498,Mopipi,100715
716,11.1572834,166.887052,Rongelap,100716
717,37.0666772,57.496673,Esfarāyen,100717
718,34.2872962,133.9508311,Kashihara,100718
719,-8.8315362,115.1264522,Pecatu,100719
720,42.901533,125.136451,Longshan,100720
721,15.26006,120.559708,Bamban,100721
722,46.1554974,16.4207632,Ljubešćica,100722
723,42.884784,128.033416,Dapuchaihe,100723
724,-15.7666707,35.0167866,Blantyre,100724
725,42.4782102,78.3955986,Karakol,100725
726,46.8087637,1.6937962,Châteauroux,100726
727,-9.1522423,25.8285153,Bukama,100727
728,22.746566,114.058404,Dashahe,100728
729,50.9115477,14.6182476,Varnsdorf,100729
730,30.045109,120.249049,Linpu,100730
731,26.0488019,32.2403107,Naj‘ Ḩammādī,100731
732,-8.7872,116.4814,Jorowaru Daya,100732
733,35.732798,116.489043,Wenshang,100733
734,6.848589,101.4112049,Yaring,100734
735,48.3909721,-4.4854059,Brest,100735
736,22.948016,113.366904,Shiqiao,100736
737,29.97176,122.323867,Putou,100737
738,56.0817105,14.4878816,Bromölla,100738
739,29.623319,100.222137,Xiagong,100739
740,26.885704,120.005147,Xiapu,100740
741,14.565668,121.0317737,San Juan,100741
742,36.009929,106.27349,Huangma,100742
743,64.8155446,24.7665727,Siikajoki,100743
744,-29.9629768,-51.629387,Charqueadas,100744
745,44.7381571,17.8240149,Stanari,100745
746,58.5083791,34.5830034,Moshenskoye,100746
747,40.2365225,-8.5110798,São João do Campo,100747
748,54.1433253,-9.7359765,Oranmore,100748
749,50.8579559,32.3974889,Ichnya,100749
750,29.476705,121.869339,Xiongshan,100750
751,42.8563356,-2.7033575,Vitoria-Gasteiz,100751
752,15.4575357,-92.281427,El Porvenir,100752
753,48.732568,2.2889821,Massy,100753
754,44.1425014,22.7793914,Novo Selo,100754
755,37.9442881,23.7117556,Néa Smýrni,100755
756,-9.2759427,119.9357066,Sasar,100756
757,42.7197486,71.6080009,Pokrovka,100757
758,0.0351644,36.3642919,Nyahururu,100758
759,-15.8916202,-52.2618826,Barra do Garças,100759
760,23.2033136,116.371665,Jinli,100760
761,53.9165867,18.1905615,Kaliska,100761
762,-15.6093293,-72.0896229,Colca,100762
763,49.5769172,19.833467,Spytkowice,100763
764,14.6640154,102.7939759,Nang Rong,100764
765,-0.754923,132.311005,Salem,100765
766,35.0876436,36.216972,كاف الجاع,100766
767,13.3042145,-86.1828047,San Sebastián de Yalí,100767
768,-6.939153,112.3188749,Tebluru,100768
769,38.4576605,-9.1065809,Corredoura,100769
770,28.162833,113.643076,Liutang,100770
771,45.4235609,-73.9319061,Notre-Dame-de-l'Île-Perrot,100771
772,55.78327,-118.83607,Spirit River,100772
773,27.542493,110.702501,Huxingshan,100773
774,-31.06523,28.3345399,Maclear,100774
775,10.4937816,-66.8760887,Sabana Grande,100775
776,44.8278003,14.7318165,Lopar,100776
777,43.6445087,25.1246359,Belene,100777
778,28.579409,110.090436,Miaotang,100778
779,39.63549,112.109567,Shuangnian,100779
780,30.037192,121.154634,Yuyao,100780
781,49.1912902,15.0524346,Jarošov nad Nežárkou,100781
782,60.5708242,22.097429,Masku,100782
783,48.3909721,-4.4854059,Brest,100783
784,32.8449965,-96.9799755,Irving,100784
785,32.5539412,130.4103077,Setaka,100785
786,36.3504119,127.3845475,Daejeon,100786
787,27.3669252,118.8644179,Zhutang,100787
788,41.3532895,-8.2103678,Boucinhas,100788
789,49.57642,21.86815,Rymanów,100789
790,-6.2318126,106.8396166,Kostarea Satu,100790
791,43.8666546,77.0513838,Kapshagay,100791
792,35.4029736,136.8798013,Kakamigahara,100792
793,46.3789875,14.0683139,Zgornje Gorje,100793
794,-32.9285798,-60.6923382,Casilda,100794
795,29.866911,115.61166,Chengui,100795
796,50.8137495,-119.6934422,Chase,100796
797,22.5789673,-80.2488596,Santo Domingo,100797
798,46.0523136,17.2018057,Ferdinandovac,100798
799,8.77528,124.80222,Napalitan,100799
800,40.8288377,-73.9374517,New York City,100800
801,56.3615314,41.0836902,Novki,100801
802,-40.9026164,174.9939663,Paraparaumu,100802
803,31.070643,113.943274,Xiaogang,100803
804,39.893212,116.477516,Jiulongshan,100804
805,57.4572354,40.5773582,Nerekhta,100805
806,37.9525906,23.7464528,Ymittos,100806
807,57.762202,12.056698,Göteborg,100807
808,14.8827263,120.5201733,Prado Siongco,100808
809,41.9100239,20.9108471,Pirok,100809
810,52.4397976,61.7405126,Ordzhonikidze,100810
811,44.5765376,34.3431531,Partenit,100811
812,60.7099757,46.4179523,Velikiy Ustyug,100812
813,-14.4296108,-67.5350917,Rurrenabaque,100813
814,56.6175886,104.1948978,Zheleznogorsk-Ilimskiy,100814
815,46.8071439,33.5698471,Lyubymivka,100815
816,22.8275824,90.5247893,Mehendiganj,100816
817,24.89604,118.592147,Yuanquan,100817
818,-12.266667,-74.95,Huaribamba,100818
819,41.3309238,-8.667162,Vairão,100819
820,29.831643,120.307334,Jiangzao,100820
821,34.6495513,-3.8629852,Aknoul,100821
822,34.7836044,113.6738442,Wujiao,100822
823,50.0898667,18.7713104,Orzesze,100823
824,52.7704654,17.9583306,Dąbrowa,100824
825,39.7467369,98.5069862,Fengxizhai,100825
826,32.2342478,-111.0033984,Tucson,100826
827,9.6588232,-84.0995948,San Rafael Arriba,100827
828,14.8221783,120.2851808,Basing,100828
829,59.843765,10.7798142,Oslo,100829
830,0.10144,127.43402,Guruafin,100830
831,-7.5289363,110.7614166,Gawanan,100831
832,46.5448323,14.9660445,Ravne na Koroškem,100832
833,34.292103,107.531655,Diaowei,100833
834,38.822691,114.35056,Wanglinkou,100834
835,31.859964,120.411393,Aoyang,100835
836,-6.0777029,-35.2420083,São José de Mipibu,100836
837,41.867116,-8.1991214,Castelo,100837
838,49.8101924,19.3940342,Rzyki,100838
839,40.42,-104.7099999,Greeley,100839
840,36.86278,66.16656,Khānaqāh,100840
841,58.6247472,59.8241142,Nizhnyaya Tura,100841
842,59.8787345,10.7810283,Oslo,100842
843,15.7967076,121.4816411,Maria Aurora,100843
844,24.9936281,121.3009798,Taoyuan,100844
845,40.8148532,-8.4821897,Póvoa,100845
846,-25.3820751,-56.9633087,Eusebio Ayala,100846
847,12.146493,125.24729,Maslog,100847
848,36.7336287,137.1426455,Kuragaki-kosugi,100848
849,33.4316535,131.3529666,Kamiichi,100849
850,48.64989,-53.11474,Bonavista,100850
851,54.0282094,48.329762,Krasnyy Gulyay,100851
852,9.000538,126.159227,Gamut,100852
853,50.5439471,30.1488137,Vorzel’,100853
854,53.0917381,-8.2215941,Portumna,100854
855,56.6342788,36.885813,Kabakovo,100855
856,15.77511,108.1665855,Duy Xuyên,100856
857,53.4835228,17.2120661,Lipka,100857
858,48.6939078,2.3491182,Longjumeau,100858
859,11.7907511,102.8773712,Khlong Yai,100859
860,7.9187344,125.3297787,San Fernando,100860
861,53.9559626,38.2899306,Novomoskovsk,100861
862,13.8092603,-10.8345647,Bafoulabé,100862
863,53.2198089,63.6354232,Kostanay,100863
864,37.2635727,127.0286009,Suwon-si,100864
865,-6.9424923,111.5200007,Bogorejo,100865
866,13.5027167,144.8016402,Tamuning-Tumon-Harmon Village,100866
867,-27.6140791,-48.6370861,São José,100867
868,-3.1941468,114.5361435,Anjirmuara,100868
869,9.8996343,124.2844697,Dagohoy,100869
870,10.6365464,124.9386692,Mahaplag,100870
871,-7.2903571,109.0185719,Taraban Timur,100871
872,51.9769348,116.5697117,Nerchinsk,100872
873,14.5042512,101.948349,Chaloem Phra Kiat,100873
874,-14.72796,-70.52285,Orurillo,100874
875,9.442426,123.236968,Tandayag,100875
876,9.7666664,124.4833298,Lombog,100876
877,52.1660441,16.4612356,Kamieniec,100877
878,44.7733293,19.734522,Klenak,100878
879,60.3584066,28.6307178,Primorsk,100879
880,55.4055305,38.2447393,Bronnitsy,100880
881,23.913205,116.464983,Liuhuang,100881
882,-8.2716375,111.7227125,Prigi,100882
883,49.2484813,17.7516417,Hvozdná,100883
884,8.5653801,0.9772874,Sotouboua,100884
885,43.701416,7.310776,Villefranche-sur-Mer,100885
886,-20.1215224,-40.3077898,Serra,100886
887,12.6030181,37.4521319,Gondar,100887
888,52.3444367,4.9091171,Amsterdam Oud Zuid en Rivierenbuurt,100888
889,37.9381943,126.5877948,Kaesŏng,100889
890,30.9457638,121.4371451,Mingzhong,100890
891,39.8551211,44.6942731,Ararat,100891
892,35.2019368,24.996407,Káto Asítai,100892
893,-6.1410265,12.3521148,Soio,100893
894,51.3842543,58.9999439,Solnechnyy,100894
895,30.131784,120.056029,Baozi,100895
896,26.789958,114.908872,Taihe,100896
897,-7.5846909,-37.5381606,Tabira,100897
898,14.631218,121.0628238,Pajo,100898
899,19.4458447,-99.1497664,Buenavista,100899
900,49.97976,21.29492,Pilzno,100900
901,38.5,101.21667,Huazhaizi,100901
902,28.491356,112.615076,Oujiangcha,100902
903,34.014215,105.298756,Xihe,100903
904,25.1858677,44.6019551,Sājir,100904
905,43.3708997,131.9898172,Vol’no-Nadezhdinskoye,100905
906,50.429849,19.0520962,Sączów,100906
907,40.9141247,20.7427213,Ohrid,100907
908,-7.6963118,-37.0614998,Prata,100908
909,-8.1658601,111.7763713,Mergayu,100909
910,25.6765837,-100.2602364,Guadalupe,100910
911,53.7283566,-7.8004329,Longford,100911
912,43.7441795,2.511999,Marseille,100912
913,57.9901314,56.2090194,Belyayevka,100913
914,43.8666546,77.0513838,Kapshagay,100914
915,11.1138152,125.3867985,Balangiga,100915
916,-32.0355634,-52.0918239,Rio Grande,100916
917,-20.4967315,57.468383,Chemin Grenier,100917
918,9.9825621,-84.1685232,La Asunción,100918
919,31.95069,35.46756,Al ‘Awjā,100919
920,6.6833334,124.1500015,Barurao,100920
921,46.4027492,-63.7716391,Summerside,100921
922,34.058401,107.319116,Taibai,100922
923,-3.4763823,-80.2225448,Huaquillas,100923
924,48.821908,2.2615744,Issy-les-Moulineaux,100924
925,26.444341,115.699778,Gulonggang,100925
926,39.75,-75.55,Wilmington,100926
927,43.1598675,-0.8926089,Saint-Étienne,100927
928,-10.4152155,-76.2356005,Pallanchacra,100928
929,47.479469,19.0544773,Budapest,100929
930,-34.7611766,-56.3628409,Delta del Tigre,100930
931,43.1283145,5.9294606,Toulon,100931
932,-8.1661664,111.7480514,Bantengan,100932
933,61.3066824,17.0542559,Söderhamn,100933
934,37.07,-76.5,Newport News,100934
935,49.9378835,40.5529044,Boguchar,100935
936,9.4292297,-64.4674203,Anaco,100936
937,50.9427305,39.4789854,Liski,100937
938,40.0912332,44.4037713,Nizami,100938
939,63.4400274,10.4024274,Trondheim,100939
940,46.3194856,-0.4546217,Niort,100940
941,23.1271241,-82.3261977,Regla,100941
942,46.711547,38.2755861,Yeysk,100942
943,-15.0144051,-39.299866,Buerarema,100943
944,31.874138,103.573122,Baixi,100944
945,22.654032,110.18122,Yulin,100945
946,43.4997666,43.5537167,Kenzhe,100946
947,31.207378,121.4174914,Hongguang,100947
948,-6.4933318,106.8809319,Citeureup,100948
949,-8.3027766,113.5222556,Balung Barat,100949
950,3.6426789,10.7830826,Eséka,100950
951,28.007425,104.009031,Huangjingba,100951
952,58.3505986,11.9490108,Uddevalla,100952
953,57.7724113,14.1585251,Jönköping,100953
954,49.7708764,22.0252771,Golcowa,100954
955,41.6570939,-8.573081,Cachadinha,100955
956,38.6640687,-8.9161487,Jardia,100956
957,45.23223,108.28245,Böhöt,100957
958,-9.4542,119.2271,Redakodi,100958
959,7.4804449,125.7515646,Tagum,100959
960,-7.76929,114.2241895,Awar-awar,100960
961,10.04208,11.21814,Kumo,100961
962,37.2512312,21.6694441,Kyparissía,100962
963,53.4174421,18.2282315,Bukowiec,100963
964,30.0510093,119.9499657,Tufang,100964
965,2.9329721,101.6259842,Putrajaya,100965
966,35.0018174,33.8913539,Liopétri,100966
967,41.4204087,-8.3676461,Gondar,100967
968,40.7701712,22.934224,Melissochóri,100968
969,41.4419957,-8.5180793,Mouquim,100969
970,56.37975,37.62774,Budenovetc,100970
971,1.4415901,124.8431006,Winangun,100971
972,38.7188171,-9.4194921,Abuxarda,100972
973,7.99917,7.58361,Bugana,100973
974,2.523477,-75.3156939,Algeciras,100974
975,32.561794,119.671018,Dinggou,100975
976,29.763892,121.513271,Sanxing,100976
977,-21.9718816,16.9063491,Okahandja,100977
978,49.0915297,1.4784611,Vernon,100978
979,20.8449115,106.6880841,Haiphong,100979
980,5.4653142,95.2579968,Lhoknga,100980
981,-43.2744697,-65.3109259,El Carmen,100981
982,57.6864243,11.9202689,Göteborg,100982
983,-8.2105982,112.4708685,Kalipare,100983
984,9.2209606,-74.4028287,Mompós,100984
985,28.663694,118.534841,Hecun,100985
986,18.412445,109.971328,Xincun,100986
987,23.6837432,57.9048938,Barkā’,100987
988,48.9309635,17.3505089,Vnorovy,100988
989,-6.6487025,111.001332,Lahar,100989
990,40.767544,114.886335,Zhangjiawo,100990
991,14.6213127,-90.5500942,El Quetzal,100991
992,50.3539812,13.8033551,Louny,100992
993,58.5704706,16.2518896,Norrköping,100993
994,22.513701,113.398577,Dongqu,100994
995,39.193073,112.865891,Yanmenguan,100995
996,44.7739151,34.5968895,Rybache,100996
997,8.5703071,150.4189148,Pisaras,100997
998,28.8876615,112.5841075,Dongting,100998
999,60.3588201,22.2240066,Turku,100999
1000,54.659677,51.5020158,Cheremshan,101000
